Symbol	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6
SPON2	0.756645145	0.811955407	0.804925726	0.462226208	0.351954699	0.46602397
MENT	0.111257884	0.068037424	0.161163971	0.080383748	0.087362557	0.097257634
COLEC11	2.186056761	2.63253766	2.264208407	0.893745674	0.755663349	0.808871789
CHID1	1.00E-02	0.002851958	0.001625024	0.01909513	0.016575216	0.029990165
C1QTNF3	0.28397196	0.040147764	0.046200938	0.067002836	0.036734608	0.055670088
ASPN	0.597503352	0.66681122	0.567047887	0.490980942	0.434913281	0.465475445
CFHR5	0.258836607	0.578565749	0.244073729	0.513882352	0.481301382	0.512802409
ANGPTL4	0.170740094	0.173085825	0.193718274	0.156113683	0.139568417	0.179558184
REG4	0.055736075	0.057284728	0.051995603	0.189781317	0.150026652	0.174517472
KRT23	0.048386829	0.013942968	0.029185776	0.011733459	0.011149601	0.017713081
TINAGL1	0.323219013	0.374943682	0.352707581	0.281450702	0.260451183	0.309860103
PDGFD	0.033651495	0.00703504	0.007701064	0.013603576	0.007283806	0.009607328
CRISPLD2	0.083013789	0.060622237	0.098519431	0.047553068	0.049575498	0.070192307
CXCL16	0.024835393	0.021349622	0.017688964	0.029204316	0.02207851	0.03001694
CLEC4M;CD209	0.033125642	0.016078245	0.018269241	0.010178138	0.008707485	0.00825324
TUBB1	0.023136072	0.017921436	0.020052699	0.003231635	0.004045624	0.007112012
EHD1	0.080611668	0.054039721	0.072427011	0.016425199	0.024658484	0.022745156
ANTXR1	0.036538461	0.024001843	0.033944053	0.064476051	0.051458523	0.061935871
MMRN2	0.162733861	0.129675703	0.144963579	0.057675247	0.053884287	0.067161639
SPON1	0.308850519	0.342192664	0.319506055	0.324834265	0.277114754	0.308837248
CELSR2	0.029709018	2.72E-06	2.72E-06	0.102646177	0.083585203	0.06398621
S100A14	0.123655	0.075013022	0.058532341	0.020041289	0.051445205	0.027922796
RETN	0.129613627	0.151765957	0.119292643	0.122887518	0.121548865	0.148031531
APMAP	1.624956665	1.275402257	1.631897771	1.099836733	1.048376369	1.223294914
BPIFA1	0.036394251	0.024636051	0.015459201	0.005856399	0.005863941	0.005188096
MMP25	0.096900629	0.109165405	0.095409428	0.091940973	0.090484779	0.073691653
IL1RAP	0.077536678	0.088618115	0.083163739	0.016146544	0.05160067	0.051567257
SPINK5	0.043146045	0.027772787	0.036171039	0.083550277	0.087091181	0.079113094
MEPE	0.018215053	0.018134257	0.004736667	0.036125498	0.032350625	0.032526613
CRTAC1	0.326056899	0.295955819	0.312825402	0.113015447	0.101040433	0.111440559
CHST12	0.026888807	0.003372096	0.004811038	0.01485664	0.010027647	0.013710006
DUOX2	0.350528619	0.239954004	0.398811635	0.352224007	2.72E-06	0.398767493
OLFML3	0.104181058	0.079810671	0.086400765	0.238644671	0.234282641	0.230391726
CYTL1	1.00E-02	2.72E-06	2.72E-06	0.054003422	0.013766909	0.013753877
GKN1	1.00E-02	2.72E-06	2.72E-06	2.72E-06	0.013633634	2.72E-06
KRT84	0.056666164	0.000772374	0.01342206	0.012140944	0.01016539	0.02240715
AHSP	1.00E-02	0.003168333	2.72E-06	0.001307389	2.72E-06	0.003253661
ADA2	0.049520847	0.03339837	0.051521527	0.055223876	0.060382246	0.068944265
C1RL	0.029131477	0.001426376	0.013431661	0.01093021	0.013471678	0.012824156
CALML5	1.474344707	1.457602182	1.52775443	0.184827833	0.193722942	0.184341538
KLK14	0.032539378	0.030253107	0.026969706	0.025806263	0.022353344	0.017569293
SAE1	0.072441221	0.047075502	0.04984686	0.153955609	0.149503768	0.16195042
DKK3	1.00E-02	2.72E-06	2.72E-06	2.72E-06	0.031462809	2.72E-06
DNAJB11	0.229710007	0.062432511	0.073728853	0.021001683	0.101629674	0.129531708
GHRL	0.021838405	0.013989236	0.012851638	0.010235394	0.007025144	0.007834555
PEF1	0.091714309	0.056904543	0.07062088	0.058125822	0.046246792	0.051063093
FBLN5	0.041905555	0.044679229	0.037087787	0.018051862	0.017958243	0.033821217
DMBT1	0.030001539	0.0150784	0.051009644	2.72E-06	2.72E-06	2.72E-06
FETUB	0.046339768	0.054307666	0.054272749	0.053466811	0.049941324	0.056284235
TAC3	0.132140074	0.117204741	0.101411751	0.094488646	0.069728101	0.08134528
PCSK1N	0.011663452	2.72E-06	2.72E-06	2.72E-06	0.000361509	0.000572739
PCYOX1	0.099802548	0.064102336	0.090106957	0.048390141	0.046666556	0.052651394
GNPTG	0.088311957	0.074588894	0.07816773	0.058462333	0.053630227	0.048891525
SERPINA10	0.342520773	0.353272352	0.403225361	0.770071189	0.742187183	0.845879367
PCOLCE2	0.571751827	0.496919195	0.605564314	0.663050769	0.550061063	0.637310936
ADAMTS5	0.19862278	0.046637794	0.026361118	0.119810179	0.052745602	0.050396486
MINPP1	0.228386666	0.222110394	0.202844239	0.298546378	0.214612751	0.233354989
CLEC11A	0.043500546	0.013989148	0.016566482	0.018762106	0.017356073	0.014798394
HPSE	0.042528024	0.038830257	0.028459878	0.033098408	0.027972272	0.027512888
CARHSP1	0.013244204	0.005256228	0.007628874	0.014701625	0.013806049	0.015687742
TLN1	0.138276824	0.123857958	0.117314936	0.044221935	0.03798873	0.044070422
FARP1	0.033049855	0.016836806	2.72E-06	0.015764369	0.007786381	0.012591021
HYOU1	0.097473652	0.076269273	0.054755706	0.080570181	0.068845796	0.070762199
ANGPTL3	0.819859451	0.837464831	0.908779604	0.54863664	0.4747294	0.488437563
LIPG	0.162859227	0.153230705	0.161386285	0.084070873	0.082869528	0.090625087
EMILIN1	0.098871666	0.101530691	0.069311362	0.098907571	0.080238575	0.097283211
COLEC10	1.854490425	2.131585961	2.25725635	0.643079197	0.65806501	0.743609918
